#Table1
u,g,r,i,z,class,redshift,plate,mjd,fiberid
19.49088,18.19454,17.51842,17.07245,16.8659,GALAXY,0.1055732,1690,53475,636
18.6679,17.74257,17.39112,17.25412,17.21955,STAR,-0.0009128714,1423,53167,291
19.03411,17.37884,16.52469,16.06938,15.75989,GALAXY,0.1039603,2968,54585,512
19.31861,18.27822,17.82084,17.66277,17.59342,STAR,-9.799526E-05,2970,54589,342
19.50175,17.71225,16.82888,16.41667,16.09953,GALAXY,0.085887,2206,53795,77
19.54607,17.27904,16.23068,15.75872,15.39432,GALAXY,0.09814797,977,52410,428
18.98252,18.6888,18.29806,18.15037,18.15616,QSO,1.307767,4184,55450,184
19.34019,18.18933,17.8152,17.63413,17.60924,STAR,-0.0003247151,2808,54524,280
16.60066,16.67083,16.82914,16.93623,17.01,STAR,-7.488362E-05,2951,54592,204
19.00085,18.85619,18.74589,18.44065,18.37243,QSO,1.704623,2206,53795,583
19.5773,17.5641,16.53063,16.08277,15.70092,GALAXY,0.1003292,5002,55710,134
19.40552,18.32302,17.84421,17.55665,17.39348,GALAXY,0.1132873,1822,53172,442
17.97306,16.71854,16.17128,15.91523,15.80097,STAR,-0.001605079,2808,54524,579
18.55564,17.49828,17.25977,17.08993,17.0507,STAR,3.938906E-05,2808,54524,318
18.94495,17.36724,16.48765,16.03173,15.71263,GALAXY,0.1055574,977,52410,440
19.1879,18.96856,18.89805,18.67757,18.56199,QSO,1.793884,2524,54568,236
18.8751,18.50043,18.30883,18.02803,17.9616,QSO,1.660969,1423,53167,299
18.90746,17.18577,16.34379,15.88239,15.49895,GALAXY,0.03335442,2525,54569,323
19.29291,18.23027,17.10361,16.21105,15.64922,GALAXY,2.672884E-05,1423,53167,197
19.44759,18.20289,17.6536,17.29375,17.01572,GALAXY,0.03462622,1658,53240,491
17.18964,16.19132,15.9312,15.80796,15.7661,STAR,-0.0009553333,2808,54524,396
19.00965,17.9138,17.37183,17.01266,16.8778,GALAXY,0.0736453,2524,54568,279
19.34493,18.04177,17.3115,16.89623,16.61912,GALAXY,0.1221686,978,52441,187
19.56945,17.63681,16.72681,16.28231,15.94511,GALAXY,0.09016132,1423,53167,232
18.23562,17.13113,16.70371,16.42159,16.27589,GALAXY,0.06722508,2523,54572,244
18.854,16.9249,16.00216,15.54934,15.21347,GALAXY,0.08975586,4058,55358,734
19.15698,18.79612,18.62415,18.35082,18.19995,QSO,0.468108,343,51692,352
18.28708,16.33336,15.40272,14.94575,14.60721,GALAXY,0.05676417,1423,53167,263
18.32261,17.18375,16.65999,16.33314,16.16662,GALAXY,0.04387394,978,52441,625
18.91568,17.8932,17.51204,17.18132,17.0757,GALAXY,0.06113379,1658,53240,167
18.73308,18.47085,18.14481,18.08246,18.07623,QSO,1.168248,1690,53475,633
17.60442,15.98304,15.36265,15.14497,15.05229,STAR,-0.0001822172,2808,54524,439
16.56016,15.71352,15.41322,15.28456,15.24084,STAR,-0.0006981458,2524,54568,452
18.31977,16.53633,15.67648,15.26437,14.93981,GALAXY,0.03991097,2197,53555,105
18.13388,18.02524,18.3862,18.67204,18.98291,STAR,-3.895811E-06,4893,55709,508
19.24674,17.69753,17.11406,16.91782,16.82212,STAR,-7.939838E-05,2177,54557,346
17.31746,15.31112,14.4337,13.99286,13.71866,GALAXY,0.04771658,2974,54592,167
17.97498,15.81678,14.82701,14.36535,13.90116,GALAXY,0.05442572,343,51692,304
12.60021,13.08843,12.33181,12.81248,12.26801,STAR,-6.128754E-05,2206,53795,147
17.63865,16.40765,15.97711,15.82766,15.79654,STAR,5.22965E-05,2808,54524,309
18.57593,17.5477,17.16629,17.00919,16.95488,STAR,-0.001138776,2197,53555,572
18.92582,17.96031,17.60729,17.4755,17.41266,STAR,-0.0001569115,1727,53859,94
16.96077,15.85194,15.42245,15.16166,14.8897,GALAXY,0.03710583,1572,53177,175
18.88898,17.62908,17.06119,16.72085,16.50308,GALAXY,0.09837392,1658,53240,289
16.96066,15.46576,14.83353,14.57762,14.43902,STAR,0.0002255493,2808,54524,460
18.01287,16.76512,16.24526,15.93871,15.71418,GALAXY,0.03075671,977,52410,444
17.485,15.96596,15.2046,14.79299,14.49997,GALAXY,0.05933799,1423,53167,318
19.36971,18.2242,17.81914,17.51439,17.38096,GALAXY,0.06732932,2523,54572,281
19.58587,19.39799,19.64166,19.94773,20.18638,STAR,-5.655366E-05,1728,53228,334
19.09939,17.70261,17.09248,16.72603,16.50308,GALAXY,0.05923841,1573,53226,8
19.49581,19.22683,18.92641,18.90668,18.67607,QSO,0.9407854,343,51692,356
18.33674,16.3929,15.47603,15.04555,14.69616,GALAXY,0.04518893,1423,53167,570
19.14252,17.78167,17.18241,16.84281,16.59913,GALAXY,0.05195815,1572,53177,290
19.21054,17.97995,17.3313,16.94733,16.75816,GALAXY,0.1095382,2196,53534,2
17.86208,16.70395,16.70934,16.77125,16.84727,STAR,7.769749E-06,2522,54570,591
19.57626,18.3964,17.67273,17.26995,16.99155,GALAXY,0.1397387,2200,53875,171
18.85699,17.28815,16.48459,16.06416,15.74778,GALAXY,0.03882644,2196,53534,15
18.30669,18.25943,18.06302,18.02473,17.58764,QSO,0.2765056,2521,54538,5
18.80131,17.21899,16.5373,16.22492,16.02711,STAR,-0.0002895493,3289,54910,615
19.13312,17.99137,17.98415,18.04795,18.08248,STAR,-0.0005684734,1409,52824,82
19.40425,17.90334,17.31568,17.0907,16.96889,STAR,-7.080076E-05,2808,54524,458
19.39279,17.21562,16.18078,15.73314,15.38148,GALAXY,0.1081311,5013,55723,714
19.04262,17.68142,17.0489,16.70173,16.42335,GALAXY,0.05190546,1691,53260,411
18.66646,17.42254,16.84298,16.53716,16.30454,GALAXY,0.03234359,1853,53566,132
17.48179,15.74926,14.89239,14.44011,14.07679,GALAXY,0.05710011,1409,52824,121
17.30609,16.3293,15.98112,15.8586,15.82244,STAR,0.0002055043,1658,53240,451
18.6252,17.33748,16.68346,16.36691,16.19683,STAR,3.219478E-05,2303,54629,390
18.89195,17.28789,16.63551,16.35537,16.21984,STAR,0.000282017,3289,54910,613
18.91356,17.04515,16.14631,15.73533,15.38146,GALAXY,0.05497252,342,51691,576
19.13416,18.11302,17.62585,17.30032,17.09987,GALAXY,0.07993412,2196,53534,628
16.81156,15.59029,15.00433,14.69453,14.46637,GALAXY,0.03598184,2968,54585,470
19.38967,17.66084,16.81612,16.36597,15.97552,GALAXY,0.03119399,975,52411,92
18.21657,16.87039,16.19601,15.78221,15.50335,GALAXY,0.06352697,1690,53475,476
18.32078,17.16051,16.69519,16.34511,16.20777,GALAXY,0.09222598,1727,53859,536
19.42012,17.53512,16.54878,16.10567,15.7635,GALAXY,0.1022388,2949,54557,138
19.14137,19.32619,19.71709,20.08609,20.36637,STAR,-0.0001492686,4184,55450,451
19.28258,18.42251,17.90546,17.47114,17.34908,GALAXY,0.1765809,1573,53226,632
19.22221,18.23441,17.87453,17.71846,17.66131,STAR,-0.0005875045,2829,54623,372
18.00579,17.05913,16.76495,16.63066,16.59521,STAR,-0.0005235336,1690,53475,603
17.93472,16.73767,16.25062,15.9677,15.72493,GALAXY,0.0322175,1853,53566,146
18.94285,17.61882,17.108,16.81696,16.57759,GALAXY,0.03838373,2197,53555,180
18.74689,17.57343,17.11501,16.94653,16.84641,STAR,-0.0005341025,2253,54551,249
18.2551,17.29329,16.87626,16.69344,16.60584,STAR,-0.001255175,2303,54629,398
17.98867,16.6254,16.05623,15.83692,15.68439,STAR,-5.967127E-05,342,51691,542
19.36616,18.18247,17.49414,17.1319,16.9178,GALAXY,0.1441795,2521,54538,636
19.38182,18.21436,18.20508,18.25263,18.304,STAR,-0.0005635981,2523,54572,280
18.94667,17.79535,17.38076,17.12294,16.99973,GALAXY,0.0411902,1726,53137,83
19.14919,18.6475,18.87104,19.06927,19.37672,STAR,-0.0001119088,2829,54623,325
18.15191,16.68032,16.06909,15.82723,15.69639,STAR,-0.0003055625,2522,54570,164
18.61807,18.42963,18.28255,18.33967,18.24616,QSO,0.8895121,2206,53795,226
18.83491,17.56828,16.99428,16.76622,16.62335,STAR,0.0001734007,2318,54628,269
19.49405,17.84565,16.99156,16.56716,16.23724,GALAXY,0.06141239,1572,53177,261
18.81518,18.58556,18.91863,19.167,19.39908,STAR,-5.458919E-05,4069,55365,624
18.46992,16.8493,16.13726,15.86068,15.68076,STAR,-6.384537E-05,2303,54629,373
19.47433,17.74968,16.99756,16.65685,16.42417,GALAXY,0.03509317,2196,53534,68
19.27994,19.02789,19.07318,19.1539,19.21699,STAR,0.003804692,342,51691,509
19.09651,18.70635,18.39602,18.26603,18.23572,QSO,1.3512,2206,53795,423
17.53,15.83564,15.25996,15.0979,15.04006,STAR,-0.0001659748,2808,54524,333
17.08563,15.69284,15.5806,15.58259,15.56643,STAR,-0.0003396932,2303,54629,437
17.67121,15.8557,15.02067,14.61108,14.29421,GALAXY,0.03720625,975,52411,125
18.70485,17.67173,17.3237,17.19351,17.13985,STAR,-0.0002285221,2967,54584,605
18.99982,18.0247,17.71989,17.5993,17.57817,STAR,-0.0004273933,11653,58526,290
19.21438,18.07804,17.54486,17.22696,16.9854,GALAXY,0.1291906,1423,53167,333
18.69252,17.67762,17.18714,16.99064,16.87702,STAR,-0.001279033,2303,54629,371
18.58455,17.24336,16.77397,16.53003,16.35398,GALAXY,0.03597908,2200,53875,478
19.04881,17.87502,17.27737,16.95568,16.77906,GALAXY,0.1107705,2974,54592,473
19.05162,17.52611,16.74731,16.30249,15.94252,GALAXY,0.06234364,342,51691,175
19.00934,17.88433,17.50961,17.28294,17.27408,GALAXY,0.03978425,2199,53556,69
17.13809,15.28693,14.4077,13.98919,13.67203,GALAXY,0.04554174,2197,53555,504
18.08689,16.62051,16.02987,15.78695,15.67452,STAR,-9.554984E-05,3289,54910,531
19.57834,18.25234,17.7766,17.64566,17.48435,GALAXY,0.04636841,2949,54557,515
19.3986,17.98911,17.3588,17.00624,16.78176,GALAXY,0.09381533,1573,53226,207
18.93236,17.51851,16.79845,16.3871,16.12092,GALAXY,0.09263194,2949,54557,190
18.09985,17.15353,16.86324,16.74623,16.72558,STAR,3.090566E-05,2524,54568,358
19.15585,17.89552,17.42801,17.26831,17.17956,STAR,-2.539104E-05,1574,53476,8
17.68662,17.53425,17.16073,16.7285,16.66055,QSO,0.2105658,2974,54592,627
19.5158,18.282,17.69261,17.31366,17.13725,GALAXY,0.1532358,976,52413,84
18.3401,16.61263,15.80662,15.40166,15.11057,GALAXY,0.0349634,2521,54538,585
19.37395,18.05421,17.32718,16.88349,16.59432,GALAXY,0.09036311,2197,53555,373
19.48571,18.2753,17.79658,17.62897,17.58702,STAR,-0.0001334628,1726,53137,214
17.73121,16.0459,15.26147,14.87644,14.66414,GALAXY,0.03205643,2197,53555,291
19.4119,17.51583,16.62449,16.30794,16.15847,GALAXY,0.6351087,2303,54629,461
18.10589,16.96374,16.36352,15.96894,15.70922,GALAXY,0.07254206,2200,53875,277
19.33695,17.34923,16.37757,15.95464,15.59661,GALAXY,0.1021923,1690,53475,404
16.44967,14.57887,13.71326,13.27853,12.9685,GALAXY,0.03052647,2199,53556,7
19.20753,18.18158,17.77411,17.43463,17.33431,GALAXY,0.1001639,2949,54557,576
19.29576,18.27068,17.8885,17.71988,17.63666,STAR,-0.0002850259,4055,55359,890
18.17356,16.10527,14.99733,14.4907,14.10314,GALAXY,0.09713762,4055,55359,868
19.07415,17.41969,16.78123,16.57092,16.479,STAR,-0.000221685,2253,54551,179
18.63212,17.45561,17.01741,16.84343,16.78241,STAR,-0.000115091,1658,53240,347
16.4444,14.68039,13.83638,13.43108,13.15503,GALAXY,0.03439783,2522,54570,526
16.97504,15.25246,14.45058,14.04755,13.73411,GALAXY,0.03363458,1727,53859,226
19.39921,19.17326,18.9598,19.01442,19.15294,QSO,1.061323,11653,58526,370
17.37477,16.33774,15.94533,15.68389,15.49062,GALAXY,0.04668418,2199,53556,41
19.08729,18.15144,17.80519,17.68881,17.65299,STAR,0.0001938121,4901,55711,587
18.078,16.48622,15.92442,15.73963,15.65291,STAR,9.641741E-06,2253,54551,296
18.2809,17.32332,17.03025,16.90833,16.87977,STAR,-0.0002819415,4069,55365,514
17.53215,16.14668,15.47076,15.16287,14.98551,STAR,-0.0007018172,2303,54629,284
19.27048,18.13901,17.65856,17.2963,17.1343,GALAXY,0.07299349,2949,54557,501
19.40783,18.01667,17.41556,17.11573,16.96349,GALAXY,0.04059419,2206,53795,533
16.5476,15.46105,15.26168,15.21235,15.21576,STAR,-1.365437E-05,2253,54551,67
18.8349,16.79943,15.86563,15.43132,15.09605,GALAXY,0.05958359,1686,53472,88
15.96711,14.79267,14.99139,15.15338,15.23414,STAR,-0.0009389831,2253,54551,165
19.49259,18.22099,17.7935,17.56011,17.4197,GALAXY,0.05791565,2948,54553,90
18.15306,17.06149,16.67525,16.51515,16.42815,STAR,-0.0003706825,975,52411,531
18.19127,18.4145,18.83366,19.10257,19.45256,STAR,-0.0001112443,4190,55686,394
16.78995,14.9739,14.11938,13.6932,13.3819,GALAXY,0.03590731,2197,53555,463
18.32592,16.99654,16.3571,16.07483,15.90639,STAR,-0.001234682,2303,54629,468
18.95761,19.84503,30.75711,31.46818,17.34813,STAR,-0.0001347963,1658,53240,330
19.41411,17.73477,16.69422,16.19788,15.78988,GALAXY,0.1427585,342,51691,187
17.78757,15.84217,14.92465,14.49588,14.18894,GALAXY,0.03729206,2199,53556,120
17.81245,16.52115,16.4285,16.42141,16.41313,STAR,-0.0009965361,2253,54551,188
19.21765,17.56991,17.02783,16.70181,16.4593,GALAXY,0.06268641,1573,53226,292
19.33246,18.39084,18.09053,17.95188,17.92922,STAR,0.0001069206,5208,56008,114
19.19274,17.39672,16.70595,16.45813,16.33285,STAR,0.0001414481,2253,54551,271
18.75644,16.88068,16.06945,15.6758,15.34818,GALAXY,0.03769014,2196,53534,577
18.46522,16.80024,15.98773,15.51752,15.13776,GALAXY,0.03598106,2199,53556,178
19.37929,19.11192,19.00299,18.79989,18.9649,QSO,1.51888,2974,54592,555
19.38069,18.25958,18.1846,18.22196,18.24026,STAR,0.000212876,2950,54559,441
19.03499,17.97102,17.41977,17.05648,16.84979,GALAXY,0.1482143,2968,54585,348
18.88605,17.03959,16.14498,15.71455,15.39302,GALAXY,0.05432706,1853,53566,261
19.01122,17.81324,17.72515,17.66001,17.45141,QSO,2.752245,5210,56003,744
17.12873,16.25198,15.90956,15.76649,15.74235,STAR,-0.0006415627,3289,54910,529
19.08181,17.96743,17.56313,17.27667,17.13676,GALAXY,0.04962,1409,52824,233
18.04049,18.03343,18.25315,18.42483,18.6953,QSO,2.091771,4189,55679,974
18.44613,16.79965,16.08241,15.73647,15.45442,GALAXY,0.04270766,2521,54538,496
19.15048,17.97572,17.31872,16.89936,16.68548,GALAXY,0.1058285,2520,54584,592
19.42732,18.45083,18.14856,18.03786,18.01336,STAR,-0.0003411089,2522,54570,282
19.29046,17.85435,17.0916,16.66636,16.38726,GALAXY,0.1104904,2974,54592,503
19.59224,17.86734,16.92253,16.51926,16.18141,GALAXY,0.110583,2974,54592,502
19.29671,18.08723,17.35173,16.96409,16.69497,GALAXY,0.1564129,1342,52793,16
18.33088,18.38509,18.73788,19.03095,19.34457,STAR,-4.611322E-05,4055,55359,772
17.65104,16.4694,15.93216,15.5577,15.3868,GALAXY,0.07186682,2949,54557,302
18.87383,17.86643,17.53287,17.31731,17.12938,GALAXY,0.03440332,2196,53534,490
18.16788,17.24088,16.9942,16.89288,16.88558,STAR,-0.0005393753,11653,58526,488
17.44176,15.71202,14.97586,14.75475,14.57145,GALAXY,-0.0001341886,2303,54629,565
17.92925,16.03585,15.1059,14.62365,14.26918,GALAXY,0.07077058,1726,53137,246
18.85916,17.74335,17.35882,17.09494,16.88899,GALAXY,0.05451467,342,51691,229
19.3061,18.91286,18.65409,18.56128,18.54424,QSO,0.9252231,2948,54553,34
18.37705,17.18796,16.75393,16.47183,16.2913,GALAXY,0.05232294,1409,52824,309
17.09184,15.5697,14.83262,14.44151,14.10693,GALAXY,0.0427495,1574,53476,588
19.35914,17.82542,17.08154,16.70187,16.40294,GALAXY,0.03287703,2199,53556,88
18.80516,17.15236,16.39633,16.03014,15.73379,GALAXY,0.03981631,2197,53555,390
18.32393,17.03821,16.67174,16.40833,16.43846,GALAXY,0.03889418,2199,53556,601
18.99375,17.08228,16.17142,15.74444,15.4068,GALAXY,0.06265093,1573,53226,222
18.85016,17.69815,17.53997,17.51503,17.52063,STAR,-0.0001954255,342,51691,428
17.87337,16.63388,16.208,15.94142,15.70904,GALAXY,0.03452868,2519,54570,9
19.57006,19.03569,19.19297,19.3674,19.44636,STAR,-0.0001227954,1727,53859,265
19.0865,17.20293,16.37396,16.05422,15.88916,STAR,-2.643527E-05,1574,53476,220
18.80938,18.51084,18.44795,18.24457,18.30322,QSO,0.5609534,1657,53520,70
19.49111,19.09792,18.95253,18.75156,18.60871,QSO,1.505367,594,52045,236
18.73799,18.40506,18.30307,18.30843,18.23085,QSO,0.8195211,1573,53226,436
19.13244,17.83993,17.08729,16.68467,16.39935,GALAXY,0.1074243,2199,53556,138
19.03911,17.39699,16.65089,16.23301,15.9786,GALAXY,0.1485848,2967,54584,569
19.04577,18.09684,17.78016,17.53455,17.31207,GALAXY,0.03768975,2196,53534,296
19.21965,17.09178,16.09536,15.63441,15.28016,GALAXY,0.08133273,976,52413,83
18.11565,16.9627,16.52082,16.23244,16.02994,GALAXY,0.03605689,2199,53556,575
19.54102,17.86672,17.36036,17.04237,16.85876,GALAXY,0.07939213,975,52411,504
18.15796,17.18924,16.84582,16.68673,16.63847,STAR,-0.0001797857,2948,54553,79
17.48431,16.47923,16.1932,16.07587,16.08922,STAR,-0.0002777335,1342,52793,209
19.04209,17.8467,17.34277,16.98988,16.77411,GALAXY,0.09994704,2199,53556,199
19.53339,19.18785,18.72954,18.61341,18.60359,QSO,1.28705,2205,53793,541
18.45116,17.25603,16.5933,16.19333,15.96542,GALAXY,0.133999,975,52411,409
18.41129,16.65853,15.81866,15.40712,15.09589,GALAXY,0.07238051,1726,53137,280
19.42165,18.39397,18.06944,17.95785,17.91569,STAR,-0.0005742838,4882,55721,450
19.327,18.19583,17.7964,17.65121,17.59185,STAR,-0.0002680816,1342,52793,216
19.40174,18.25283,17.79934,17.60225,17.51254,STAR,-0.0001627354,2950,54559,386
19.36422,18.02617,17.47375,17.1461,16.90473,GALAXY,0.03553143,2199,53556,197
18.30645,18.17112,17.90606,17.77972,17.81912,QSO,1.284298,2200,53875,336
18.5354,17.2287,16.56309,16.13694,15.85694,GALAXY,0.0934426,1573,53226,308
19.01803,18.00418,17.63134,17.36195,17.22346,GALAXY,0.04698303,2199,53556,562
19.45107,17.7327,16.88494,16.47221,16.17327,GALAXY,0.04153064,1836,54567,634
19.25014,18.04447,17.50074,17.15461,16.94465,GALAXY,0.06658938,1408,52822,57
18.92278,17.53963,17.03234,16.86863,16.75446,STAR,5.571693E-05,2253,54551,622
18.32771,16.55827,15.70038,15.23217,14.83325,GALAXY,0.05409989,975,52411,326
17.95626,15.93419,14.98079,14.4793,14.07502,GALAXY,0.04706996,2196,53534,405
17.33036,15.67159,15.05808,14.90074,14.85689,STAR,-8.147561E-05,1176,52791,92
17.53187,16.51044,16.19229,16.07831,16.06122,STAR,-0.0006856243,2948,54553,186
19.27047,19.14688,19.16021,18.90572,18.94204,QSO,1.707078,2196,53534,231
18.46535,16.96479,16.41878,16.24267,16.18071,STAR,-1.507609E-05,2253,54551,429
17.73331,16.34744,15.6844,15.27285,15.07666,GALAXY,0.03903412,1574,53476,482
19.32497,17.92789,17.26792,16.91259,16.68743,GALAXY,0.09391475,1853,53566,324
18.92612,17.61873,17.00176,16.76945,16.6706,STAR,-0.0005454892,2253,54551,498
18.03996,17.10466,16.83368,16.72009,16.69304,STAR,-0.0002560752,2253,54551,559
18.21675,17.12888,16.82068,16.62957,16.47644,GALAXY,0.03975295,2955,54562,159
18.78634,18.52076,18.79816,19.08095,19.45481,STAR,-6.979776E-05,5211,56002,998
19.31476,18.98609,18.96851,18.8154,18.73219,QSO,0.446598,1176,52791,7
19.48535,18.58297,18.3361,18.20669,18.12456,STAR,-0.000849719,5208,56008,320
19.59305,18.05836,17.41606,17.16547,17.05449,STAR,-0.0001922064,3289,54910,347
19.2019,18.79257,18.83904,18.65278,18.5943,QSO,0.5176084,315,51663,19
18.78982,18.6908,18.46309,18.55496,18.62845,QSO,1.155172,2973,54591,154
19.12687,17.06108,16.06748,15.55967,15.15981,GALAXY,0.06031946,1176,52791,249
19.08785,17.79443,17.17479,16.77725,16.56657,GALAXY,0.08940072,1836,54567,71
19.3489,18.32947,17.94299,17.79407,17.73558,STAR,-0.0003621669,3289,54910,359
18.51234,17.21484,16.65286,16.29525,16.05329,GALAXY,0.0566888,1657,53520,599
18.82579,17.48983,16.95114,16.71812,16.62862,STAR,-0.001127516,2253,54551,394
19.18002,18.33973,17.83481,17.48594,17.33812,GALAXY,0.1565758,1724,53859,34
19.57178,18.06288,17.43935,16.98378,16.73595,GALAXY,0.1115885,2519,54570,514
19.04684,17.90369,17.24237,16.85869,16.60665,GALAXY,0.07412607,2196,53534,391
17.31489,16.09823,16.04505,16.08468,16.161,STAR,-0.0005237688,2521,54538,283
17.29803,15.95531,15.92208,15.9835,15.995,STAR,-0.0001521036,2303,54629,70
17.41366,16.16785,15.5298,15.232,15.0562,STAR,-0.0005355304,2303,54629,601
18.08428,16.21108,15.33012,14.91004,14.57554,GALAXY,0.06207966,1342,52793,542
17.23429,15.65012,14.88919,14.48243,14.18321,GALAXY,0.03773836,1574,53476,438
19.49275,17.88237,17.13297,16.7551,16.47787,GALAXY,0.1389167,1342,52793,592
18.98973,17.50449,16.8049,16.39408,16.1583,GALAXY,0.06957699,973,52426,215
18.70613,18.36182,17.85563,17.41737,17.32359,QSO,0.1969672,2520,54584,392
19.42043,18.14097,17.62081,17.34298,17.12903,GALAXY,0.07335843,2973,54591,118
19.33353,18.15435,17.51677,17.15882,16.99252,GALAXY,0.1523845,973,52426,4
18.47848,17.24266,16.71179,16.44435,16.29988,GALAXY,0.0586876,1343,52790,172
17.88235,16.55402,16.54944,16.58846,16.60697,STAR,-0.0002721529,2303,54629,594
17.93126,16.38253,15.6268,15.20991,14.8839,GALAXY,0.03782775,1576,53496,53
18.66469,16.70341,15.82046,15.39797,15.06336,GALAXY,0.0469395,2967,54584,280
17.76298,15.81125,14.85274,14.39033,14.04028,GALAXY,0.0634565,1575,53493,45
19.23403,17.79119,17.08115,16.626,16.37921,GALAXY,0.1051083,1852,53534,624
18.42333,16.44521,15.47166,15.02578,14.65474,GALAXY,0.08509374,594,52045,257
19.05959,18.16831,17.74342,17.37228,17.23868,GALAXY,0.1260875,2196,53534,360
18.23358,17.30045,16.89075,16.69317,16.56173,GALAXY,0.01662622,2196,53534,315
19.11046,17.81966,17.26041,17.03398,16.90896,STAR,-6.802972E-05,2253,54551,613
19.10831,17.19342,16.29857,15.89714,15.55634,GALAXY,0.08850292,1686,53472,175
18.61003,17.46752,16.91384,16.60615,16.38368,GALAXY,0.04234703,1724,53859,77
18.71694,17.32565,16.64683,16.24134,15.98432,GALAXY,0.03796066,976,52413,586
19.50165,18.35329,17.75734,17.3854,17.1498,GALAXY,0.07323577,1821,53167,515
19.28537,17.93161,17.27891,16.81749,16.56876,GALAXY,0.08489481,1343,52790,578
19.37356,17.67097,16.75489,16.27806,15.89961,GALAXY,0.03223517,926,52413,177
19.37343,17.68234,17.08343,16.74333,16.50491,GALAXY,0.03150138,2967,54584,302
18.75742,17.80206,17.48916,17.34656,17.30884,STAR,-0.0001598011,3929,55335,944
18.48136,17.49501,17.12519,16.9833,16.93306,STAR,-0.0002866547,1408,52822,111
18.95578,17.6034,16.82714,16.46155,16.17384,GALAXY,0.1160246,2521,54538,309
19.10612,18.23832,17.91846,17.81149,17.77011,STAR,-0.0003198793,4998,55722,546
18.81394,17.4923,16.83121,16.43641,16.15453,GALAXY,0.05428632,1657,53520,269
18.79356,16.91283,15.96128,15.44193,14.98974,GALAXY,0.03510911,2516,54241,37
19.41972,18.36439,17.67141,17.28319,17.10484,GALAXY,0.201603,1342,52793,272
19.34439,17.46826,16.49925,16.05581,15.68137,GALAXY,0.07304829,1724,53859,550
19.09076,17.52829,17.0095,16.8264,16.72624,STAR,-1.072336E-05,2253,54551,451
19.51103,17.98114,17.30916,17.08282,16.97362,STAR,-0.0008710635,3480,54999,48
18.98909,17.30738,16.35036,15.89758,15.54411,GALAXY,0.1132318,2955,54562,488
19.20644,17.96127,17.39217,17.15001,17.00173,STAR,-0.0006348409,2967,54584,321
17.12429,15.64873,14.92143,14.51752,14.21082,GALAXY,0.03363656,1852,53534,156
19.52602,18.57979,18.19783,18.05313,17.99043,STAR,-0.0007136159,3292,54943,84
19.45663,18.27841,18.04405,17.96222,17.93307,STAR,-0.0006965086,3922,55333,538
19.06156,18.8019,18.89328,18.71478,18.69679,QSO,0.547823,1408,52822,152
17.79172,16.37413,15.77222,15.38562,15.12408,GALAXY,0.03707909,1576,53496,54
19.10924,17.44426,16.5503,16.03127,15.67927,GALAXY,0.06294178,976,52413,397
19.35782,18.14585,17.69224,17.50709,17.44182,STAR,-0.0008337838,3480,54999,60
18.03355,16.14628,15.28229,14.88156,14.58488,GALAXY,0.04489212,1725,54266,547
18.44181,17.05682,16.42072,16.04021,15.78211,GALAXY,0.07542506,1686,53472,485
19.16374,18.12751,17.74417,17.34248,17.363,GALAXY,0.08793547,1725,54266,102
18.91748,17.39116,16.81948,16.5735,16.4615,STAR,-8.173574E-06,3292,54943,209
19.19751,17.16757,16.17377,15.73105,15.3694,GALAXY,0.1070059,2519,54570,195
18.95542,17.81704,17.23471,16.87362,16.68015,GALAXY,0.09911964,1343,52790,462
19.53401,19.47569,19.32762,19.18027,19.20251,QSO,1.461463,1343,52790,495
19.41449,17.2702,16.2197,15.74251,15.34483,GALAXY,0.094391,1686,53472,277
19.23871,17.89731,17.42724,17.10738,16.8839,GALAXY,0.06503755,1574,53476,388
19.50128,17.97046,17.29961,16.74283,16.50814,GALAXY,0.08779909,594,52045,380
19.38723,18.05008,17.29202,16.84644,16.57327,GALAXY,0.1321841,2172,54230,40
19.27514,17.37555,16.42571,15.96554,15.60433,GALAXY,0.1111097,1836,54567,90
19.1012,17.57132,16.66107,16.21136,15.9096,GALAXY,0.1364033,2521,54538,326
18.80523,17.70733,17.26728,16.97436,16.8003,GALAXY,0.09586092,1725,54266,575
18.68733,17.37848,16.75316,16.35925,16.09845,GALAXY,0.08443309,976,52413,354
19.39899,18.11139,17.45374,17.11818,16.91137,GALAXY,0.06887235,1576,53496,102
19.44445,17.59246,16.67245,16.26902,15.91811,GALAXY,0.08377145,594,52045,334
19.24532,18.02817,17.43313,17.05396,16.80181,GALAXY,0.09613825,1725,54266,542
18.95873,17.7381,17.29065,16.97469,16.81962,GALAXY,0.06694108,1657,53520,580
19.01548,17.12913,16.20335,15.75093,15.43718,GALAXY,0.07767929,5006,55706,962
19.35727,17.7564,16.99785,16.60426,16.32331,GALAXY,0.09836509,1342,52793,431
19.10742,18.17956,17.75798,17.58792,17.50415,STAR,-0.0005106347,4805,55715,46
19.20899,17.33482,16.48984,16.08665,15.77846,GALAXY,0.0526734,1686,53472,423
18.35208,16.57042,15.73256,15.32266,14.9833,GALAXY,0.04685001,2173,53874,49
18.69846,17.58675,17.10894,16.79372,16.57166,GALAXY,0.04782758,2973,54591,550
19.50902,18.5184,18.16192,18.02083,17.99904,STAR,-0.0002879773,3480,54999,96
19.48301,17.9863,17.2567,16.82743,16.52063,GALAXY,0.07540575,315,51663,497
19.293,17.87857,17.15418,16.67338,16.39239,GALAXY,0.09481829,1342,52793,470
