#Table1
u,g,r,i,z,class,redshift,plate,mjd,fiberid
18.90798,17.54408,16.9462,16.55501,16.35309,GALAXY,0.08673163,2206,53795,503
18.8258,19.14821,19.5771,19.877,20.39746,STAR,-0.000409128,4877,55707,254
17.38018,16.46202,16.16552,16.05992,16.02419,STAR,-0.0007248598,4058,55358,871
18.91335,17.50811,16.83662,16.47163,16.21498,GALAXY,0.05874116,1573,53226,34
18.95906,17.15198,16.47541,16.11153,15.95008,GALAXY,0.05259087,1690,53475,149
19.45281,17.54122,16.67038,16.26685,15.95607,GALAXY,0.04958658,978,52441,631
17.20812,15.63806,14.95517,14.5673,14.24704,GALAXY,0.03923452,2522,54570,592
19.58597,18.20427,17.77109,17.48623,17.31318,GALAXY,0.1060822,2974,54592,179
19.24242,19.13956,19.02633,18.92581,18.62241,QSO,2.0965,2524,54568,410
19.50278,18.22409,17.66001,17.30325,17.17907,GALAXY,0.07969088,2951,54592,231
19.24457,17.50044,16.65439,16.25075,15.93915,GALAXY,0.0584971,1409,52824,56
17.92299,16.86381,16.4195,16.13021,15.91466,GALAXY,0.03544462,1690,53475,119
18.18554,16.29885,15.4577,15.05683,14.72177,GALAXY,0.03937924,2197,53555,525
19.42175,18.1083,17.1466,16.60248,16.25426,GALAXY,0.1503115,1658,53240,561
18.62855,17.8616,17.82949,17.73238,17.6877,GALAXY,0.03740431,2524,54568,276
17.18544,15.74868,14.96687,14.53856,14.23375,GALAXY,0.07999791,2951,54592,438
18.99402,18.08765,17.81351,17.71079,17.67161,STAR,-0.0004311045,4998,55722,48
17.95899,16.95789,16.57266,16.42948,16.36347,STAR,-0.001366528,2303,54629,352
18.40437,17.00758,16.37441,16.09085,15.94747,STAR,-0.0004590145,3289,54910,51
19.41538,18.29522,17.79544,17.45923,17.32674,GALAXY,0.1117939,2523,54572,221
18.66223,17.44131,17.08844,16.84089,16.79258,GALAXY,0.03531314,1691,53260,426
18.95013,17.61158,17.00312,16.63978,16.40418,GALAXY,0.04143983,2951,54592,389
18.34477,16.91997,16.14894,15.67233,15.33323,GALAXY,0.04177385,2524,54568,312
17.68741,16.43118,16.43703,16.47675,16.49541,STAR,-0.0005551695,2974,54592,252
18.39938,16.53285,15.69722,15.30298,14.99706,GALAXY,0.05794948,1409,52824,201
19.14973,17.14007,16.33455,15.92455,15.7062,GALAXY,0.03623921,2521,54538,39
18.77385,17.15265,16.40084,16.01351,15.75464,GALAXY,0.03768479,2524,54568,439
19.08913,17.43215,16.70524,16.47144,16.30352,STAR,-2.612441E-05,2303,54629,353
19.1726,17.98963,17.50444,17.29638,17.22981,STAR,-0.000187631,594,52045,28
18.01173,17.10448,14.44967,15.65821,15.59568,STAR,-0.0001409867,1690,53475,257
18.84323,16.91792,15.96201,15.50341,15.17186,GALAXY,0.04672305,2949,54557,37
19.06617,18.1064,17.76346,17.53132,17.33998,GALAXY,0.04080751,2521,54538,24
18.61301,17.05031,16.44327,16.17243,16.0396,STAR,-0.0001858437,2808,54524,525
18.76759,18.39828,18.50694,18.3202,18.25281,QSO,0.5773395,2523,54572,473
19.58594,18.70567,18.34997,18.1866,18.16908,STAR,-0.0004110539,5001,55719,621
18.93506,16.58212,15.59448,15.23876,15.05505,STAR,-6.75531E-05,2808,54524,331
16.83026,15.01455,14.15823,13.75,13.43444,GALAXY,0.03399971,2524,54568,333
19.2701,17.16856,16.05511,15.60654,15.26345,GALAXY,0.1291679,1409,52824,39
19.08737,17.6798,16.94029,16.54863,16.27635,GALAXY,0.07990257,978,52441,590
18.90175,17.66247,17.31495,17.03661,16.87604,GALAXY,0.05473013,1423,53167,375
19.26895,18.19851,17.7793,17.64181,17.61547,STAR,1.519285E-05,3289,54910,99
18.9154,17.43718,16.80109,16.55378,16.4112,STAR,-0.0005606362,3289,54910,146
18.90924,17.41632,16.85761,16.62446,16.52132,STAR,-0.0002505385,2808,54524,340
18.44429,17.31129,16.84764,16.6573,16.57312,STAR,-0.0002017486,2196,53534,23
18.2871,17.21994,16.78877,16.60213,16.50973,STAR,-0.0004326341,2303,54629,310
19.1581,17.79519,17.2393,16.93344,16.69066,GALAXY,0.06217923,342,51691,118
17.92646,17.51011,17.17909,17.07607,17.07649,QSO,1.321321,4901,55711,348
19.41111,18.94713,18.7986,18.84591,18.74724,QSO,2.521419,4057,55357,352
19.16808,18.02274,17.52476,17.27552,17.082,GALAXY,0.03484987,2206,53795,474
18.06556,18.02686,17.81955,17.78003,17.31573,QSO,0.2879085,2522,54570,488
18.74685,18.79894,18.73804,18.54003,18.48999,QSO,1.946715,2206,53795,422
17.12947,15.07547,14.2091,13.77258,13.44014,GALAXY,0.04522442,2200,53875,205
18.10594,16.361,15.5325,15.14418,14.81151,GALAXY,0.06946913,2523,54572,292
18.81246,17.81632,17.41576,17.13618,16.93389,GALAXY,0.03388944,2196,53534,58
19.41531,18.2455,17.80045,17.64137,17.59858,STAR,7.82338E-05,2967,54584,27
16.56026,15.45841,15.14138,15.03281,15.0032,STAR,-3.362626E-05,2253,54551,100
18.61847,17.65171,17.30408,17.18255,17.18194,STAR,-0.0005491569,2951,54592,306
19.3397,18.24957,17.81513,17.68223,17.60349,STAR,-0.0003036715,2974,54592,453
18.8447,17.87055,17.46226,17.15252,17.05119,GALAXY,0.1257083,1726,53137,122
19.13807,17.19783,16.44002,16.14689,15.99405,STAR,9.095305E-05,2253,54551,93
16.37319,15.04204,15.11798,15.21897,15.2625,STAR,-0.000290006,2253,54551,250
18.69129,18.41712,18.16908,17.99868,17.75566,QSO,2.057574,2206,53795,561
16.80051,15.21638,14.60159,14.33236,14.20259,STAR,-0.001194682,2253,54551,282
18.61343,17.3605,16.82306,16.60592,16.30365,GALAXY,0.04149282,2520,54584,616
18.71946,17.70886,17.24067,17.05283,16.95169,STAR,0.0002472379,3289,54910,548
17.11132,15.76337,15.18992,14.94334,14.82363,STAR,-0.001049745,2808,54524,335
18.81319,17.08219,16.18418,15.75924,15.41798,GALAXY,0.09728148,2950,54559,552
17.07982,15.71411,15.14237,14.84283,14.59976,GALAXY,0.0332205,1690,53475,414
18.78334,17.2166,16.5215,16.15047,15.88818,GALAXY,0.06352133,1573,53226,596
19.36195,18.03548,17.56348,17.28246,17.10559,GALAXY,0.0428642,1727,53859,485
19.3226,17.88683,16.99788,16.53129,16.21569,GALAXY,0.1353622,2523,54572,426
17.77588,16.57134,16.0789,15.85749,15.74309,STAR,-0.0001943138,3289,54910,149
17.60839,16.493,15.97686,15.73503,15.63188,STAR,-0.0002480567,2303,54629,287
19.35691,17.52704,16.70303,16.36559,16.13436,STAR,0.0002370534,2303,54629,403
19.22313,18.94844,18.37525,17.97933,17.73303,STAR,-0.0001075549,1690,53475,264
17.5722,16.05606,16.53749,15.2593,15.14787,STAR,-0.0002550005,2808,54524,338
17.89954,16.91719,16.62217,16.47751,16.44187,STAR,-0.0003112574,2253,54551,242
15.89747,15.32091,15.57094,15.79645,15.9645,STAR,-0.0003855202,342,51691,518
18.13301,16.87708,16.48021,16.19465,16.0802,GALAXY,0.03945478,2200,53875,464
17.16869,15.29408,14.29741,13.92339,13.5689,GALAXY,0.05225614,2949,54557,209
17.86657,16.90518,16.60393,16.54937,16.51927,STAR,-0.0007646372,2253,54551,57
16.25216,15.0615,14.66604,14.48857,14.43034,STAR,2.374722E-05,2303,54629,275
17.98178,17.87675,17.85098,17.66327,17.65822,QSO,1.722074,1690,53475,455
19.03735,17.31064,16.55113,16.18338,15.91172,GALAXY,0.05027849,1409,52824,111
18.12684,16.89322,16.46284,16.31033,16.23563,STAR,-5.425571E-05,3289,54910,510
19.10735,17.73727,17.01054,16.57204,16.27608,GALAXY,0.09633778,594,52045,623
18.67597,17.43898,17.5838,17.71953,17.82163,STAR,-0.0001585747,3289,54910,495
18.97288,18.00287,17.63005,17.35362,17.18735,GALAXY,0.03587839,2521,54538,86
19.11812,17.18278,16.23739,15.80047,15.45392,GALAXY,0.08406402,2968,54585,428
18.84801,17.08122,16.23245,15.82252,15.54527,GALAXY,0.04310467,2200,53875,274
18.80437,17.37091,16.79149,16.50146,16.3155,GALAXY,0.03997299,2196,53534,554
19.35902,18.12628,17.53154,17.15965,16.92558,GALAXY,0.09195173,2524,54568,359
19.22815,17.52923,16.61054,16.13974,15.80327,GALAXY,0.1075725,4996,55720,74
19.5662,18.20006,17.53328,17.14948,16.87177,GALAXY,0.06544065,1572,53177,337
18.84716,17.37613,16.71778,16.3161,16.0069,GALAXY,0.04064921,2197,53555,366
18.04078,17.61216,17.49688,17.53604,17.33641,QSO,0.7963639,2205,53793,19
18.29461,16.545,15.67497,15.2345,14.90899,GALAXY,0.07217163,2523,54572,357
19.26493,17.74154,17.0183,16.60931,16.35528,GALAXY,0.06958948,2949,54557,183
18.38392,17.18572,16.69636,16.55956,16.46271,STAR,-0.0003772273,1690,53475,402
18.85445,17.15758,16.46535,16.09863,15.84828,GALAXY,0.0384599,2199,53556,623
18.47225,17.01347,16.16724,15.69868,15.39923,QSO,0.07072663,1726,53137,142
18.92812,17.66103,17.17644,16.88673,16.6925,GALAXY,0.05231678,1572,53177,322
18.3547,16.70107,15.88148,15.54499,15.34092,STAR,-0.0007900275,2303,54629,456
18.75341,18.15519,18.05868,17.73764,17.7734,GALAXY,0.1014198,2522,54570,226
19.25536,18.02285,17.33478,16.90471,16.65013,GALAXY,0.08351875,1658,53240,339
18.81836,17.19553,16.34057,15.88204,15.53991,GALAXY,0.09472404,1853,53566,281
18.9892,17.69718,17.23727,16.9395,16.79575,GALAXY,0.05518204,2206,53795,262
17.50405,15.60917,14.76878,14.35838,14.04437,GALAXY,0.03522148,2196,53534,151
18.47981,16.94636,16.23199,15.9047,15.65208,GALAXY,0.03497581,2196,53534,143
18.97927,17.72438,17.02618,16.66745,16.41864,GALAXY,0.03146208,2521,54538,594
15.8145,14.81633,14.33944,14.11583,13.87842,GALAXY,0.0164275,2522,54570,450
19.28041,17.78493,17.3357,17.02807,16.87702,GALAXY,0.04200089,2520,54584,60
19.47804,18.24343,17.67495,17.37899,17.1567,GALAXY,0.03530521,2200,53875,263
16.88921,15.88652,16.10861,16.30508,16.41905,STAR,-0.0004157981,2950,54559,538
17.56558,16.26725,15.63764,15.26553,15.06934,GALAXY,0.05497795,2206,53795,530
17.3986,15.96092,15.38139,15.16008,15.04898,STAR,0.0001271473,2318,54628,245
19.55774,18.09654,17.33858,16.86291,16.56184,GALAXY,0.06455872,2948,54553,4
17.831,16.68745,16.20974,16.03179,15.94967,STAR,-3.379067E-05,2303,54629,192
18.99538,18.58745,18.15814,17.86754,17.83025,QSO,0.2110453,342,51691,454
18.95339,17.10071,16.25643,15.85255,15.51184,GALAXY,0.03860902,2197,53555,433
17.86837,16.78379,16.27609,15.97,15.70987,GALAXY,0.03414148,2200,53875,425
19.36214,18.04253,17.4425,17.1889,17.04878,STAR,0.0001255296,342,51691,478
19.05028,17.86099,17.45055,17.12913,17.0292,GALAXY,0.06298182,1853,53566,466
19.29817,17.41985,16.58063,16.17245,15.85684,GALAXY,0.0384349,2197,53555,437
18.17251,16.97313,16.55792,16.4069,16.34039,STAR,-0.0002442211,3289,54910,167
17.24973,16.29072,15.9001,15.74415,15.67466,STAR,-1.53667E-05,2955,54562,626
18.09068,16.67899,16.01119,15.58815,15.32254,GALAXY,0.06505481,1574,53476,82
19.10733,17.37686,16.56165,16.15893,15.84369,GALAXY,0.04190404,1409,52824,510
19.45796,18.24485,17.55537,17.1899,17.11648,GALAXY,0.1603312,1658,53240,366
18.91477,17.27639,16.62291,16.33698,16.16547,STAR,-5.140663E-05,2948,54553,11
18.04548,16.75177,16.23267,15.96249,15.83141,GALAXY,0.02368637,2974,54592,339
18.5891,16.90705,16.09581,15.64003,15.2325,GALAXY,0.03927729,1573,53226,484
19.01879,17.25761,16.30863,15.81827,15.44305,GALAXY,0.0737657,1726,53137,178
18.95553,17.44179,16.63037,16.19374,15.85369,GALAXY,0.09736254,2205,53793,59
17.74627,15.8669,14.9973,14.58947,14.27577,GALAXY,0.03613127,2199,53556,558
19.39328,19.17501,18.8251,18.72545,18.71599,QSO,1.187859,1425,52913,167
19.46922,17.96987,17.31625,16.92729,16.71774,GALAXY,0.06916405,346,51693,67
18.64961,17.37983,16.6722,16.27205,15.98299,GALAXY,0.04674707,1425,52913,155
16.50819,15.32138,15.20749,15.20559,15.24442,STAR,-0.0004377878,2532,54589,121
18.75582,16.9657,16.16375,15.82591,15.6296,STAR,-0.0001418745,2183,53536,52
17.99097,15.96333,15.05165,14.62875,14.313,GALAXY,0.05026272,1425,52913,560
19.19243,17.76164,17.18135,16.96266,16.83863,STAR,-0.0001374503,2183,53536,5
18.61506,18.72726,18.44988,18.43052,18.47224,QSO,1.261108,2533,54585,294
19.28422,18.10304,17.9347,17.91909,17.93459,STAR,-2.743434E-07,346,51693,68
19.49084,17.88325,17.26057,16.90646,16.65426,GALAXY,0.05719697,2532,54589,184
19.39989,18.26527,17.72123,17.4468,17.35419,GALAXY,0.0504282,2533,54585,383
19.36827,18.04893,17.81006,17.69972,17.65134,STAR,-1.855459E-06,2184,53534,528
18.12705,16.67117,16.08299,15.86547,15.75712,STAR,-7.166177E-05,2183,53536,70
18.9134,18.71562,19.029,19.25033,19.61474,STAR,-0.0001907204,2531,54572,623
18.2607,17.22759,16.81389,16.55178,16.39558,GALAXY,0.05183603,2204,53877,537
17.33042,16.28884,15.91315,15.76783,15.71947,STAR,-0.0002124692,4059,55360,832
19.43718,18.47714,18.07336,17.90721,17.80143,STAR,-0.0006335457,4068,55445,196
19.15773,17.78017,17.87761,17.97491,18.00942,STAR,-0.0003162252,1732,53501,580
18.21702,17.28671,16.97591,16.85206,16.78374,STAR,6.436872E-05,2209,53907,104
19.25951,18.0273,17.3658,16.98639,16.80003,GALAXY,0.1212057,2532,54589,210
18.817,17.70601,17.30954,17.03592,16.811,GALAXY,0.04919013,2532,54589,435
18.97308,17.64711,17.09204,16.88095,16.74779,STAR,-0.0006974532,3290,54941,55
19.07113,17.94718,17.52258,17.2772,17.28572,GALAXY,0.05011858,2532,54589,439
17.86625,16.06466,15.22754,14.81694,14.50027,GALAXY,0.05072032,2533,54585,267
18.75677,17.60749,17.09249,16.7639,16.58176,GALAXY,0.0869853,1689,53177,471
19.49772,18.47822,18.28604,18.24441,18.25465,STAR,-4.043468E-05,2194,53904,227
18.28741,16.68168,16.09294,15.88012,15.80593,STAR,4.744198E-05,2183,53536,319
19.3048,17.5711,16.72036,16.26595,15.95368,GALAXY,0.1230174,2532,54589,427
18.96432,17.66196,17.65771,17.67729,17.72068,STAR,-0.0001756464,1689,53177,614
18.49998,17.54473,17.16112,17.01631,16.95197,STAR,-0.00010483,4066,55444,768
17.89176,16.54486,15.95009,15.5734,15.29313,GALAXY,0.04306893,1732,53501,52
18.95095,17.82911,17.38608,17.14322,16.96757,GALAXY,0.0337148,2533,54585,353
19.15748,18.07275,17.49617,17.0797,16.86745,GALAXY,0.05644837,1689,53177,618
18.94214,17.99638,17.69437,17.54469,17.49186,STAR,-0.0002207035,4063,55364,182
19.49493,18.23239,17.6776,17.26666,17.11432,GALAXY,0.1416545,2209,53907,572
18.23586,16.8804,16.36482,16.17654,16.09414,STAR,-0.0002440031,2183,53536,318
17.82769,16.71434,16.32327,16.22059,16.16453,STAR,-9.718857E-05,2183,53536,587
17.78879,16.65748,16.14664,15.86356,15.63623,GALAXY,0.02989668,1568,53169,501
17.85452,16.73832,16.59918,16.57627,16.62611,STAR,-0.0003733251,3290,54941,51
18.56795,16.78924,16.08598,15.86474,15.72657,STAR,0.000217245,2533,54585,324
18.86487,17.43992,16.83991,16.5939,16.45895,STAR,-0.0002425805,2183,53536,314
16.40397,15.32967,15.07139,14.98057,14.95359,STAR,-0.0006125178,2183,53536,313
19.29879,17.22756,27.67558,26.85498,15.97173,GALAXY,0.05005058,1689,53177,609
18.97193,17.11961,16.2453,15.80748,15.46236,GALAXY,0.0517373,2203,53915,490
19.03687,17.58086,16.98132,16.72318,16.58792,STAR,-0.000401358,3290,54941,212
17.96938,16.58888,15.96434,15.64065,15.37866,GALAXY,0.03225555,2203,53915,499
19.16558,17.63275,17.06223,16.85534,16.76311,STAR,7.91351E-05,2183,53536,421
17.41538,15.91951,14.77533,14.88503,14.70495,STAR,-8.561571E-05,3290,54941,111
17.63835,15.70352,14.81412,14.37873,14.02162,GALAXY,0.03652358,1688,53462,218
16.6298,15.24049,15.20254,15.27397,15.33292,STAR,-0.0002991139,2183,53536,424
19.04535,17.22938,16.4051,16.06196,15.8542,STAR,-0.0001458948,3298,54924,51
17.86197,16.42646,16.29574,16.34272,16.3826,STAR,-0.0002901758,2183,53536,393
19.34842,19.15934,18.94143,18.73574,18.74612,QSO,1.48212,2209,53907,433
19.28254,18.32538,17.94961,17.79917,17.74937,STAR,0.0001063276,3290,54941,137
17.94632,16.70542,16.57381,16.52911,16.49954,STAR,-0.001000009,2209,53907,452
18.73725,18.5662,18.22494,18.21355,18.38054,QSO,1.185932,2531,54572,169
18.92079,17.92049,17.52039,17.21995,17.12113,GALAXY,0.08821685,2209,53907,435
18.13901,17.30386,17.09862,16.98777,16.85346,GALAXY,0.02239172,1425,52913,324
16.24996,15.15406,15.39255,15.55756,15.66958,STAR,-0.001041198,2207,53558,41
17.29188,17.50746,17.97417,18.29252,18.58114,STAR,-0.0001126221,4178,55653,112
18.77755,17.48894,17.62233,17.70972,17.78068,STAR,-0.0004151419,2207,53558,49
16.48256,16.58821,17.00337,17.31566,17.612,STAR,-0.0001120158,4174,55659,560
18.84736,18.62594,18.25764,17.92557,17.75559,QSO,0.2413506,2529,54585,81
18.66359,17.13047,16.26198,15.7768,15.45682,GALAXY,0.04939294,2203,53915,201
19.38766,18.46114,18.13357,17.98313,17.96013,STAR,-0.0008601799,4177,55688,59
18.83295,17.52854,16.99038,16.78845,16.68775,STAR,-0.0003712952,345,51690,40
17.34829,16.35459,16.05842,15.94892,15.91187,STAR,-3.647469E-05,1415,52885,216
18.25389,16.67835,15.9835,15.70344,15.51287,STAR,0.0001252893,2183,53536,580
19.41605,17.76967,17.06057,16.74583,16.59816,STAR,-0.0001405166,3298,54924,494
18.61183,16.64854,15.72884,15.27463,14.93847,GALAXY,0.06033649,1415,52885,23
18.90233,19.23042,19.72402,20.04594,20.31672,STAR,-0.000360406,2207,53558,57
16.11751,15.12029,14.71969,14.56966,14.51461,STAR,-0.000904409,2183,53536,528
18.46077,17.63439,17.34975,17.09128,16.96448,GALAXY,0.04250772,2531,54572,255
18.71745,17.02958,16.1327,15.65038,15.27866,GALAXY,0.08069535,345,51690,599
16.11596,14.9002,15.06107,15.22657,15.32806,STAR,-1.753824E-05,2178,54629,26
17.82368,16.62649,16.12165,15.916,15.80844,STAR,-0.0003027167,3298,54924,129
19.25923,18.84224,18.85939,18.69218,18.76842,QSO,0.5894275,345,51690,590
18.02707,16.73863,16.07052,15.63999,15.38481,GALAXY,0.05343167,1568,53169,411
17.43868,16.01149,15.4217,15.18198,15.08089,STAR,0.0001437586,3290,54941,512
19.04846,18.79896,18.48153,18.58369,18.71328,QSO,1.102143,1731,53884,459
19.3506,18.21854,18.26294,18.32066,18.39874,STAR,-0.0002012632,3290,54941,577
18.54534,17.44941,16.82574,16.43129,16.18519,GALAXY,0.1051382,1823,53886,601
19.52704,18.97401,18.75473,18.77765,18.46137,QSO,0.7292935,346,51693,333
18.90184,17.05544,16.17826,15.74389,15.4416,GALAXY,0.06329577,1688,53462,478
19.25452,17.29031,16.25009,15.79196,15.4274,GALAXY,0.1077666,2530,53881,168
19.53242,17.61836,16.65172,16.19345,15.8321,GALAXY,0.07575899,2530,53881,617
17.35939,16.39891,16.04456,15.90563,15.87124,STAR,-0.000855032,2183,53536,407
19.18211,18.03492,17.95102,18.02269,18.05445,STAR,0.0002826279,2529,54585,129
17.46739,17.70054,17.98729,18.1548,18.26687,STAR,3.162498E-05,2194,53904,407
18.9217,17.5622,16.86097,16.46378,16.18548,GALAXY,0.08704528,2203,53915,304
19.22104,18.71039,18.62913,18.36048,18.28575,QSO,0.5185513,2203,53915,438
18.86782,17.82976,17.38792,17.21243,17.11514,STAR,-9.609883E-05,3298,54924,413
16.77054,15.53974,14.97969,14.73724,14.611,STAR,-0.0008240452,2183,53536,443
19.2807,17.27224,16.27002,15.81541,15.42345,GALAXY,0.1053725,5016,55709,310
18.68553,16.71797,15.82401,15.40003,15.05685,GALAXY,0.05061272,2202,53566,595
19.06228,18.77138,18.59938,18.55247,18.60575,QSO,1.364856,2974,54592,336
18.41896,16.49904,15.61702,15.17294,14.80691,GALAXY,0.03748889,2200,53875,391
16.5377,14.72443,13.91641,13.52913,13.22736,GALAXY,0.03316662,2196,53534,562
19.31587,18.26044,17.75727,17.54255,17.45879,STAR,-0.0003255207,2253,54551,175
17.27719,15.45042,14.60457,14.17023,13.82725,GALAXY,0.04342914,1409,52824,232
18.11949,16.95534,16.27028,15.8357,15.56789,GALAXY,0.09150484,2521,54538,503
17.6547,15.63913,14.6887,14.25275,13.92464,GALAXY,0.06273937,1573,53226,232
19.59511,18.21705,17.69454,17.33973,17.16733,GALAXY,0.07459579,1343,52790,114
18.7941,17.47962,16.88936,16.64006,16.54232,STAR,-5.343767E-05,2318,54628,561
18.88994,17.73011,17.36783,17.12696,17.06958,GALAXY,0.04017104,2199,53556,605
17.60349,16.67272,16.39116,16.27962,16.26928,STAR,-0.0006463871,978,52441,414
19.38085,17.71395,16.77966,16.28777,15.92136,GALAXY,0.07896673,342,51691,223
18.70174,17.67881,17.33592,17.06829,16.97315,GALAXY,0.07396015,2521,54538,499
17.79588,16.66857,16.10686,15.67148,15.45627,GALAXY,0.05706695,1573,53226,172
16.32858,15.1716,15.06087,15.05437,15.12546,STAR,-0.0001910242,1686,53472,124
18.7456,17.52162,17.00621,16.67933,16.51822,GALAXY,0.07727975,2950,54559,465
19.39539,17.92922,17.34613,17.09884,16.98072,STAR,-0.0003687832,3289,54910,427
18.33722,18.05806,17.94665,17.76016,17.83732,QSO,1.571089,2200,53875,355
17.65022,16.61565,16.15619,15.96108,15.85811,STAR,0.0001202289,2950,54559,178
16.97269,16.04094,15.763,15.64295,15.61296,STAR,-0.0006185309,2253,54551,160
19.03278,17.67559,17.07542,16.71271,16.46391,GALAXY,0.04307873,1821,53167,23
17.34825,15.79107,15.16808,14.92491,14.84082,STAR,-5.439767E-05,2303,54629,171
17.37397,15.42595,14.53787,14.08769,13.72335,GALAXY,0.03861243,2967,54584,258
18.77532,17.6931,17.22803,16.94166,16.75015,GALAXY,0.04084016,976,52413,39
16.93836,15.6347,15.48437,15.48691,15.53371,STAR,-0.0002723766,1409,52824,579
18.95293,17.52917,16.92802,16.55082,16.28988,GALAXY,0.05594859,1726,53137,195
17.79451,16.03492,15.2163,14.7629,14.44964,GALAXY,0.06979945,2949,54557,284
17.93682,16.82557,16.3719,16.20877,16.0917,STAR,-0.0002852035,2303,54629,166
19.1084,17.20175,16.18406,15.67067,15.2635,GALAXY,0.07502914,2950,54559,170
17.8419,16.96641,16.65302,16.52318,16.49772,STAR,-0.0007200661,1821,53167,88
19.14171,17.84686,17.27272,16.89327,16.65235,GALAXY,0.1054145,2520,54584,129
19.20435,17.75454,17.01406,16.56783,16.29531,GALAXY,0.1098935,1821,53167,27
19.27854,18.20103,17.81563,17.66334,17.58364,STAR,0.0001701778,3289,54910,435
18.99487,17.75765,18.03028,18.20192,18.34796,STAR,-0.001053127,2262,54623,233
17.62278,16.12184,15.48473,15.31741,15.07753,STAR,-6.143851E-05,2253,54551,636
18.21953,16.96656,16.48566,16.21372,16.01183,GALAXY,0.03896504,2520,54584,264
19.05231,17.75643,17.07047,16.68613,16.44585,GALAXY,0.1019391,2948,54553,120
19.50524,17.71223,16.8752,16.4515,16.10646,GALAXY,0.0402892,2950,54559,197
17.59254,16.63815,16.26965,16.12289,16.06007,STAR,-5.367696E-05,1726,53137,438
18.97308,17.7225,17.81063,17.88011,17.95209,STAR,-0.0001488964,3289,54910,366
19.50448,18.33915,17.75852,17.41805,17.24653,GALAXY,0.1273037,2950,54559,191
18.995,17.62971,17.07075,16.83221,16.74329,STAR,-0.0003463912,2303,54629,518
